,uncertainty,access,observation,condition,generated_answer,generated_answer_logprob
420,low,9,6,0.67,probably not,-0.512699306
424,low,9,6,0.67,probably not,-0.512699306
425,low,9,6,0.67,probably not,-0.512699306
426,low,9,6,0.67,probably not,-0.512699306
428,low,9,6,0.67,probably not,-0.512699306
429,low,9,6,0.67,probably not,-0.512699306
431,low,9,6,0.67,probably not,-0.512699306
432,low,9,6,0.67,probably not,-0.512699306
434,low,9,6,0.67,probably not,-0.512699306
436,low,9,6,0.67,probably not,-0.512699306
437,low,9,6,0.67,probably not,-0.512699306
438,low,9,6,0.67,probably not,-0.512699306
439,low,9,6,0.67,probably not,-0.512699306
442,low,9,6,0.67,probably not,-0.512699306
446,low,9,6,0.67,probably not,-0.512699306
447,low,9,6,0.67,probably not,-0.512699306
448,low,9,6,0.67,probably not,-0.512699306
449,low,9,6,0.67,probably not,-0.512699306
450,low,9,6,0.67,probably not,-0.512699306
451,low,9,6,0.67,probably not,-0.512699306
452,low,9,6,0.67,probably not,-0.512699306
453,low,9,6,0.67,probably not,-0.512699306
454,low,9,6,0.67,probably not,-0.512699306
455,low,9,6,0.67,probably not,-0.512699306
457,low,9,6,0.67,probably not,-0.512699306
459,low,9,6,0.67,probably not,-0.512699306
461,low,9,6,0.67,probably not,-0.512699306
462,low,9,6,0.67,probably not,-0.512699306
463,low,9,6,0.67,probably not,-0.512699306
466,low,9,6,0.67,probably not,-0.512699306
467,low,9,6,0.67,probably not,-0.512699306
468,low,9,6,0.67,probably not,-0.512699306
472,low,9,6,0.67,probably not,-0.512699306
475,low,9,6,0.67,probably not,-0.512699306
477,low,9,6,0.67,probably not,-0.512699306
478,low,9,6,0.67,probably not,-0.512699306
479,low,9,6,0.67,probably not,-0.512699306
480,low,9,6,0.67,probably not,-0.512699306
482,low,9,6,0.67,probably not,-0.512699306
483,low,9,6,0.67,probably not,-0.512699306
485,low,9,6,0.67,probably not,-0.512699306
487,low,9,6,0.67,probably not,-0.512699306
488,low,9,6,0.67,probably not,-0.512699306
489,low,9,6,0.67,probably not,-0.512699306
490,low,9,6,0.67,probably not,-0.512699306
493,low,9,6,0.67,probably not,-0.512699306
495,low,9,6,0.67,probably not,-0.512699306
496,low,9,6,0.67,probably not,-0.512699306
497,low,9,6,0.67,probably not,-0.512699306
498,low,9,6,0.67,probably not,-0.512699306
499,low,9,6,0.67,probably not,-0.512699306
500,low,8,6,0.75,probably not,-0.52864641
501,low,8,6,0.75,probably not,-0.52864641
502,low,8,6,0.75,probably not,-0.52864641
504,low,8,6,0.75,probably not,-0.52864641
506,low,8,6,0.75,probably not,-0.52864641
509,low,8,6,0.75,probably not,-0.52864641
510,low,8,6,0.75,probably not,-0.52864641
511,low,8,6,0.75,probably not,-0.52864641
513,low,8,6,0.75,probably not,-0.52864641
514,low,8,6,0.75,probably not,-0.52864641
516,low,8,6,0.75,probably not,-0.52864641
517,low,8,6,0.75,probably not,-0.52864641
518,low,8,6,0.75,probably not,-0.52864641
519,low,8,6,0.75,probably not,-0.52864641
524,low,8,6,0.75,probably not,-0.52864641
525,low,8,6,0.75,probably not,-0.52864641
527,low,8,6,0.75,probably not,-0.52864641
529,low,8,6,0.75,probably not,-0.52864641
532,low,8,6,0.75,probably not,-0.52864641
533,low,8,6,0.75,probably not,-0.52864641
534,low,8,6,0.75,probably not,-0.52864641
535,low,8,6,0.75,probably not,-0.52864641
538,low,8,6,0.75,probably not,-0.52864641
539,low,8,6,0.75,probably not,-0.52864641
541,low,8,6,0.75,probably not,-0.52864641
542,low,8,6,0.75,probably not,-0.52864641
544,low,8,6,0.75,probably not,-0.52864641
547,low,8,6,0.75,probably not,-0.52864641
550,low,8,6,0.75,probably not,-0.52864641
551,low,8,6,0.75,probably not,-0.52864641
552,low,8,6,0.75,probably not,-0.52864641
554,low,8,6,0.75,probably not,-0.52864641
558,low,8,6,0.75,probably not,-0.52864641
559,low,8,6,0.75,probably not,-0.52864641
561,low,8,6,0.75,probably not,-0.52864641
563,low,8,6,0.75,probably not,-0.52864641
564,low,8,6,0.75,probably not,-0.52864641
565,low,8,6,0.75,probably not,-0.52864641
567,low,8,6,0.75,probably not,-0.52864641
568,low,8,6,0.75,probably not,-0.52864641
569,low,8,6,0.75,probably not,-0.52864641
570,low,8,6,0.75,probably not,-0.52864641
573,low,8,6,0.75,probably not,-0.52864641
575,low,8,6,0.75,probably not,-0.52864641
576,low,8,6,0.75,probably not,-0.52864641
580,low,8,6,0.75,probably not,-0.52864641
584,low,8,6,0.75,probably not,-0.52864641
585,low,8,6,0.75,probably not,-0.52864641
586,low,8,6,0.75,probably not,-0.52864641
589,low,8,6,0.75,probably not,-0.52864641
590,low,8,6,0.75,probably not,-0.52864641
591,low,8,6,0.75,probably not,-0.52864641
593,low,8,6,0.75,probably not,-0.52864641
594,low,8,6,0.75,probably not,-0.52864641
595,low,8,6,0.75,probably not,-0.52864641
596,low,8,6,0.75,probably not,-0.52864641
597,low,8,6,0.75,probably not,-0.52864641
599,low,8,6,0.75,probably not,-0.52864641
600,low,10,10,1,probably not,-0.661092401
602,low,10,10,1,probably not,-0.661092401
606,low,10,10,1,probably not,-0.661092401
607,low,10,10,1,probably not,-0.661092401
609,low,10,10,1,probably not,-0.661092401
611,low,10,10,1,probably not,-0.661092401
614,low,10,10,1,probably not,-0.661092401
616,low,10,10,1,probably not,-0.661092401
618,low,10,10,1,probably not,-0.661092401
621,low,10,10,1,probably not,-0.661092401
622,low,10,10,1,probably not,-0.661092401
624,low,10,10,1,probably not,-0.661092401
626,low,10,10,1,probably not,-0.661092401
627,low,10,10,1,probably not,-0.661092401
628,low,10,10,1,probably not,-0.661092401
632,low,10,10,1,probably not,-0.661092401
634,low,10,10,1,probably not,-0.661092401
639,low,10,10,1,probably not,-0.661092401
641,low,10,10,1,probably not,-0.661092401
643,low,10,10,1,probably not,-0.661092401
648,low,10,10,1,probably not,-0.661092401
652,low,10,10,1,probably not,-0.661092401
653,low,10,10,1,probably not,-0.661092401
655,low,10,10,1,probably not,-0.661092401
661,low,10,10,1,probably not,-0.661092401
666,low,10,10,1,probably not,-0.661092401
667,low,10,10,1,probably not,-0.661092401
668,low,10,10,1,probably not,-0.661092401
670,low,10,10,1,probably not,-0.661092401
671,low,10,10,1,probably not,-0.661092401
672,low,10,10,1,probably not,-0.661092401
674,low,10,10,1,probably not,-0.661092401
676,low,10,10,1,probably not,-0.661092401
678,low,10,10,1,probably not,-0.661092401
680,low,10,10,1,probably not,-0.661092401
681,low,10,10,1,probably not,-0.661092401
684,low,10,10,1,probably not,-0.661092401
685,low,10,10,1,probably not,-0.661092401
689,low,10,10,1,probably not,-0.661092401
691,low,10,10,1,probably not,-0.661092401
692,low,10,10,1,probably not,-0.661092401
693,low,10,10,1,probably not,-0.661092401
694,low,10,10,1,probably not,-0.661092401
696,low,10,10,1,probably not,-0.661092401
697,low,10,10,1,probably not,-0.661092401
700,high,2,0,0,probably not,-0.36064747
701,high,2,0,0,probably not,-0.36064747
703,high,2,0,0,probably not,-0.36064747
704,high,2,0,0,probably not,-0.36064747
706,high,2,0,0,probably not,-0.36064747
707,high,2,0,0,probably not,-0.36064747
708,high,2,0,0,probably not,-0.36064747
709,high,2,0,0,probably not,-0.36064747
710,high,2,0,0,probably not,-0.36064747
713,high,2,0,0,probably not,-0.36064747
716,high,2,0,0,probably not,-0.36064747
718,high,2,0,0,probably not,-0.36064747
719,high,2,0,0,probably not,-0.36064747
720,high,2,0,0,probably not,-0.36064747
721,high,2,0,0,probably not,-0.36064747
723,high,2,0,0,probably not,-0.36064747
724,high,2,0,0,probably not,-0.36064747
725,high,2,0,0,probably not,-0.36064747
726,high,2,0,0,probably not,-0.36064747
727,high,2,0,0,probably not,-0.36064747
728,high,2,0,0,probably not,-0.36064747
729,high,2,0,0,probably not,-0.36064747
730,high,2,0,0,probably not,-0.36064747
731,high,2,0,0,probably not,-0.36064747
732,high,2,0,0,probably not,-0.36064747
733,high,2,0,0,probably not,-0.36064747
735,high,2,0,0,probably not,-0.36064747
736,high,2,0,0,probably not,-0.36064747
738,high,2,0,0,probably not,-0.36064747
739,high,2,0,0,probably not,-0.36064747
740,high,2,0,0,probably not,-0.36064747
741,high,2,0,0,probably not,-0.36064747
742,high,2,0,0,probably not,-0.36064747
743,high,2,0,0,probably not,-0.36064747
744,high,2,0,0,probably not,-0.36064747
747,high,2,0,0,probably not,-0.36064747
748,high,2,0,0,probably not,-0.36064747
749,high,2,0,0,probably not,-0.36064747
750,high,2,0,0,probably not,-0.36064747
751,high,2,0,0,probably not,-0.36064747
752,high,2,0,0,probably not,-0.36064747
754,high,2,0,0,probably not,-0.36064747
755,high,2,0,0,probably not,-0.36064747
757,high,2,0,0,probably not,-0.36064747
758,high,2,0,0,probably not,-0.36064747
760,high,2,0,0,probably not,-0.36064747
763,high,2,0,0,probably not,-0.36064747
764,high,2,0,0,probably not,-0.36064747
765,high,2,0,0,probably not,-0.36064747
766,high,2,0,0,probably not,-0.36064747
769,high,2,0,0,probably not,-0.36064747
770,high,2,0,0,probably not,-0.36064747
771,high,2,0,0,probably not,-0.36064747
772,high,2,0,0,probably not,-0.36064747
774,high,2,0,0,probably not,-0.36064747
775,high,2,0,0,probably not,-0.36064747
778,high,2,0,0,probably not,-0.36064747
779,high,2,0,0,probably not,-0.36064747
780,high,2,0,0,probably not,-0.36064747
781,high,2,0,0,probably not,-0.36064747
783,high,2,0,0,probably not,-0.36064747
785,high,2,0,0,probably not,-0.36064747
786,high,2,0,0,probably not,-0.36064747
787,high,2,0,0,probably not,-0.36064747
789,high,2,0,0,probably not,-0.36064747
792,high,2,0,0,probably not,-0.36064747
793,high,2,0,0,probably not,-0.36064747
794,high,2,0,0,probably not,-0.36064747
795,high,2,0,0,probably not,-0.36064747
797,high,2,0,0,probably not,-0.36064747
798,high,2,0,0,probably not,-0.36064747
799,high,2,0,0,probably not,-0.36064747
801,high,4,1,0.25,probably not,-0.650402844
802,high,4,1,0.25,probably not,-0.650402844
803,high,4,1,0.25,probably not,-0.650402844
805,high,4,1,0.25,probably not,-0.650402844
807,high,4,1,0.25,probably not,-0.650402844
809,high,4,1,0.25,probably not,-0.650402844
810,high,4,1,0.25,probably not,-0.650402844
815,high,4,1,0.25,probably not,-0.650402844
818,high,4,1,0.25,probably not,-0.650402844
822,high,4,1,0.25,probably not,-0.650402844
823,high,4,1,0.25,probably not,-0.650402844
831,high,4,1,0.25,probably not,-0.650402844
833,high,4,1,0.25,probably not,-0.650402844
836,high,4,1,0.25,probably not,-0.650402844
837,high,4,1,0.25,probably not,-0.650402844
842,high,4,1,0.25,probably not,-0.650402844
843,high,4,1,0.25,probably not,-0.650402844
844,high,4,1,0.25,probably not,-0.650402844
847,high,4,1,0.25,probably not,-0.650402844
849,high,4,1,0.25,probably not,-0.650402844
850,high,4,1,0.25,probably not,-0.650402844
851,high,4,1,0.25,probably not,-0.650402844
853,high,4,1,0.25,probably not,-0.650402844
854,high,4,1,0.25,probably not,-0.650402844
857,high,4,1,0.25,probably not,-0.650402844
858,high,4,1,0.25,probably not,-0.650402844
859,high,4,1,0.25,probably not,-0.650402844
860,high,4,1,0.25,probably not,-0.650402844
862,high,4,1,0.25,probably not,-0.650402844
864,high,4,1,0.25,probably not,-0.650402844
866,high,4,1,0.25,probably not,-0.650402844
868,high,4,1,0.25,probably not,-0.650402844
869,high,4,1,0.25,probably not,-0.650402844
872,high,4,1,0.25,probably not,-0.650402844
873,high,4,1,0.25,probably not,-0.650402844
874,high,4,1,0.25,probably not,-0.650402844
877,high,4,1,0.25,probably not,-0.650402844
880,high,4,1,0.25,probably not,-0.650402844
881,high,4,1,0.25,probably not,-0.650402844
884,high,4,1,0.25,probably not,-0.650402844
885,high,4,1,0.25,probably not,-0.650402844
889,high,4,1,0.25,probably not,-0.650402844
890,high,4,1,0.25,probably not,-0.650402844
891,high,4,1,0.25,probably not,-0.650402844
893,high,4,1,0.25,probably not,-0.650402844
895,high,4,1,0.25,probably not,-0.650402844
896,high,4,1,0.25,probably not,-0.650402844
899,high,4,1,0.25,probably not,-0.650402844
901,high,3,1,0.33,probably not,-0.681927085
906,high,3,1,0.33,probably not,-0.681927085
908,high,3,1,0.33,probably not,-0.681927085
915,high,3,1,0.33,probably not,-0.681927085
916,high,3,1,0.33,probably not,-0.681927085
917,high,3,1,0.33,probably not,-0.681927085
923,high,3,1,0.33,probably not,-0.681927085
925,high,3,1,0.33,probably not,-0.681927085
926,high,3,1,0.33,probably not,-0.681927085
931,high,3,1,0.33,probably not,-0.681927085
932,high,3,1,0.33,probably not,-0.681927085
933,high,3,1,0.33,probably not,-0.681927085
934,high,3,1,0.33,probably not,-0.681927085
935,high,3,1,0.33,probably not,-0.681927085
936,high,3,1,0.33,probably not,-0.681927085
937,high,3,1,0.33,probably not,-0.681927085
944,high,3,1,0.33,probably not,-0.681927085
948,high,3,1,0.33,probably not,-0.681927085
949,high,3,1,0.33,probably not,-0.681927085
952,high,3,1,0.33,probably not,-0.681927085
954,high,3,1,0.33,probably not,-0.681927085
955,high,3,1,0.33,probably not,-0.681927085
956,high,3,1,0.33,probably not,-0.681927085
958,high,3,1,0.33,probably not,-0.681927085
959,high,3,1,0.33,probably not,-0.681927085
963,high,3,1,0.33,probably not,-0.681927085
969,high,3,1,0.33,probably not,-0.681927085
971,high,3,1,0.33,probably not,-0.681927085
975,high,3,1,0.33,probably not,-0.681927085
979,high,3,1,0.33,probably not,-0.681927085
981,high,3,1,0.33,probably not,-0.681927085
982,high,3,1,0.33,probably not,-0.681927085
984,high,3,1,0.33,probably not,-0.681927085
985,high,3,1,0.33,probably not,-0.681927085
986,high,3,1,0.33,probably not,-0.681927085
988,high,3,1,0.33,probably not,-0.681927085
992,high,3,1,0.33,probably not,-0.681927085
994,high,3,1,0.33,probably not,-0.681927085
995,high,3,1,0.33,probably not,-0.681927085
996,high,3,1,0.33,probably not,-0.681927085
997,high,3,1,0.33,probably not,-0.681927085
998,high,3,1,0.33,probably not,-0.681927085
999,high,3,1,0.33,probably not,-0.681927085
1001,high,4,2,0.5,probably not,-0.652816355
1002,high,4,2,0.5,probably not,-0.652816355
1005,high,4,2,0.5,probably not,-0.652816355
1006,high,4,2,0.5,probably not,-0.652816355
1007,high,4,2,0.5,probably not,-0.652816355
1008,high,4,2,0.5,probably not,-0.652816355
1010,high,4,2,0.5,probably not,-0.652816355
1011,high,4,2,0.5,probably not,-0.652816355
1012,high,4,2,0.5,probably not,-0.652816355
1014,high,4,2,0.5,probably not,-0.652816355
1015,high,4,2,0.5,probably not,-0.652816355
1017,high,4,2,0.5,probably not,-0.652816355
1020,high,4,2,0.5,probably not,-0.652816355
1021,high,4,2,0.5,probably not,-0.652816355
1022,high,4,2,0.5,probably not,-0.652816355
1024,high,4,2,0.5,probably not,-0.652816355
1026,high,4,2,0.5,probably not,-0.652816355
1031,high,4,2,0.5,probably not,-0.652816355
1032,high,4,2,0.5,probably not,-0.652816355
1033,high,4,2,0.5,probably not,-0.652816355
1034,high,4,2,0.5,probably not,-0.652816355
1037,high,4,2,0.5,probably not,-0.652816355
1038,high,4,2,0.5,probably not,-0.652816355
1039,high,4,2,0.5,probably not,-0.652816355
1040,high,4,2,0.5,probably not,-0.652816355
1041,high,4,2,0.5,probably not,-0.652816355
1042,high,4,2,0.5,probably not,-0.652816355
1043,high,4,2,0.5,probably not,-0.652816355
1044,high,4,2,0.5,probably not,-0.652816355
1048,high,4,2,0.5,probably not,-0.652816355
1049,high,4,2,0.5,probably not,-0.652816355
1050,high,4,2,0.5,probably not,-0.652816355
1052,high,4,2,0.5,probably not,-0.652816355
1054,high,4,2,0.5,probably not,-0.652816355
1057,high,4,2,0.5,probably not,-0.652816355
1059,high,4,2,0.5,probably not,-0.652816355
1063,high,4,2,0.5,probably not,-0.652816355
1064,high,4,2,0.5,probably not,-0.652816355
1065,high,4,2,0.5,probably not,-0.652816355
1067,high,4,2,0.5,probably not,-0.652816355
1072,high,4,2,0.5,probably not,-0.652816355
1073,high,4,2,0.5,probably not,-0.652816355
1075,high,4,2,0.5,probably not,-0.652816355
1079,high,4,2,0.5,probably not,-0.652816355
1081,high,4,2,0.5,probably not,-0.652816355
1083,high,4,2,0.5,probably not,-0.652816355
1085,high,4,2,0.5,probably not,-0.652816355
1087,high,4,2,0.5,probably not,-0.652816355
1089,high,4,2,0.5,probably not,-0.652816355
1090,high,4,2,0.5,probably not,-0.652816355
1092,high,4,2,0.5,probably not,-0.652816355
1093,high,4,2,0.5,probably not,-0.652816355
1094,high,4,2,0.5,probably not,-0.652816355
1099,high,4,2,0.5,probably not,-0.652816355
1100,high,3,2,0.67,probably not,-0.661947668
1104,high,3,2,0.67,probably not,-0.661947668
1106,high,3,2,0.67,probably not,-0.661947668
1109,high,3,2,0.67,probably not,-0.661947668
1112,high,3,2,0.67,probably not,-0.661947668
1113,high,3,2,0.67,probably not,-0.661947668
1114,high,3,2,0.67,probably not,-0.661947668
1117,high,3,2,0.67,probably not,-0.661947668
1125,high,3,2,0.67,probably not,-0.661947668
1126,high,3,2,0.67,probably not,-0.661947668
1127,high,3,2,0.67,probably not,-0.661947668
1128,high,3,2,0.67,probably not,-0.661947668
1129,high,3,2,0.67,probably not,-0.661947668
1131,high,3,2,0.67,probably not,-0.661947668
1132,high,3,2,0.67,probably not,-0.661947668
1134,high,3,2,0.67,probably not,-0.661947668
1135,high,3,2,0.67,probably not,-0.661947668
1137,high,3,2,0.67,probably not,-0.661947668
1138,high,3,2,0.67,probably not,-0.661947668
1140,high,3,2,0.67,probably not,-0.661947668
1141,high,3,2,0.67,probably not,-0.661947668
1142,high,3,2,0.67,probably not,-0.661947668
1143,high,3,2,0.67,probably not,-0.661947668
1145,high,3,2,0.67,probably not,-0.661947668
1146,high,3,2,0.67,probably not,-0.661947668
1152,high,3,2,0.67,probably not,-0.661947668
1157,high,3,2,0.67,probably not,-0.661947668
1158,high,3,2,0.67,probably not,-0.661947668
1160,high,3,2,0.67,probably not,-0.661947668
1165,high,3,2,0.67,probably not,-0.661947668
1169,high,3,2,0.67,probably not,-0.661947668
1171,high,3,2,0.67,probably not,-0.661947668
1172,high,3,2,0.67,probably not,-0.661947668
1173,high,3,2,0.67,probably not,-0.661947668
1174,high,3,2,0.67,probably not,-0.661947668
1175,high,3,2,0.67,probably not,-0.661947668
1179,high,3,2,0.67,probably not,-0.661947668
1180,high,3,2,0.67,probably not,-0.661947668
1183,high,3,2,0.67,probably not,-0.661947668
1184,high,3,2,0.67,probably not,-0.661947668
1187,high,3,2,0.67,probably not,-0.661947668
1188,high,3,2,0.67,probably not,-0.661947668
1189,high,3,2,0.67,probably not,-0.661947668
1190,high,3,2,0.67,probably not,-0.661947668
1191,high,3,2,0.67,probably not,-0.661947668
1192,high,3,2,0.67,probably not,-0.661947668
1194,high,3,2,0.67,probably not,-0.661947668
1195,high,3,2,0.67,probably not,-0.661947668
1199,high,3,2,0.67,probably not,-0.661947668
1200,high,4,3,0.75,probably not,-0.595015585
1206,high,4,3,0.75,probably not,-0.595015585
1209,high,4,3,0.75,probably not,-0.595015585
1210,high,4,3,0.75,probably not,-0.595015585
1212,high,4,3,0.75,probably not,-0.595015585
1213,high,4,3,0.75,probably not,-0.595015585
1214,high,4,3,0.75,probably not,-0.595015585
1218,high,4,3,0.75,probably not,-0.595015585
1220,high,4,3,0.75,probably not,-0.595015585
1221,high,4,3,0.75,probably not,-0.595015585
1225,high,4,3,0.75,probably not,-0.595015585
1228,high,4,3,0.75,probably not,-0.595015585
1229,high,4,3,0.75,probably not,-0.595015585
1230,high,4,3,0.75,probably not,-0.595015585
1232,high,4,3,0.75,probably not,-0.595015585
1234,high,4,3,0.75,probably not,-0.595015585
1236,high,4,3,0.75,probably not,-0.595015585
1237,high,4,3,0.75,probably not,-0.595015585
1238,high,4,3,0.75,probably not,-0.595015585
1239,high,4,3,0.75,probably not,-0.595015585
1242,high,4,3,0.75,probably not,-0.595015585
1246,high,4,3,0.75,probably not,-0.595015585
1247,high,4,3,0.75,probably not,-0.595015585
1248,high,4,3,0.75,probably not,-0.595015585
1249,high,4,3,0.75,probably not,-0.595015585
1252,high,4,3,0.75,probably not,-0.595015585
1253,high,4,3,0.75,probably not,-0.595015585
1254,high,4,3,0.75,probably not,-0.595015585
1255,high,4,3,0.75,probably not,-0.595015585
1259,high,4,3,0.75,probably not,-0.595015585
1260,high,4,3,0.75,probably not,-0.595015585
1261,high,4,3,0.75,probably not,-0.595015585
1262,high,4,3,0.75,probably not,-0.595015585
1264,high,4,3,0.75,probably not,-0.595015585
1265,high,4,3,0.75,probably not,-0.595015585
1266,high,4,3,0.75,probably not,-0.595015585
1269,high,4,3,0.75,probably not,-0.595015585
1271,high,4,3,0.75,probably not,-0.595015585
1273,high,4,3,0.75,probably not,-0.595015585
1274,high,4,3,0.75,probably not,-0.595015585
1276,high,4,3,0.75,probably not,-0.595015585
1278,high,4,3,0.75,probably not,-0.595015585
1280,high,4,3,0.75,probably not,-0.595015585
1281,high,4,3,0.75,probably not,-0.595015585
1282,high,4,3,0.75,probably not,-0.595015585
1283,high,4,3,0.75,probably not,-0.595015585
1285,high,4,3,0.75,probably not,-0.595015585
1286,high,4,3,0.75,probably not,-0.595015585
1291,high,4,3,0.75,probably not,-0.595015585
1294,high,4,3,0.75,probably not,-0.595015585
1296,high,4,3,0.75,probably not,-0.595015585
1297,high,4,3,0.75,probably not,-0.595015585
1298,high,4,3,0.75,probably not,-0.595015585
1299,high,4,3,0.75,probably not,-0.595015585
1303,high,2,2,1,probably not,-0.666455567
1307,high,2,2,1,probably not,-0.666455567
1308,high,2,2,1,probably not,-0.666455567
1310,high,2,2,1,probably not,-0.666455567
1311,high,2,2,1,probably not,-0.666455567
1313,high,2,2,1,probably not,-0.666455567
1314,high,2,2,1,probably not,-0.666455567
1316,high,2,2,1,probably not,-0.666455567
1320,high,2,2,1,probably not,-0.666455567
1322,high,2,2,1,probably not,-0.666455567
1323,high,2,2,1,probably not,-0.666455567
1325,high,2,2,1,probably not,-0.666455567
1327,high,2,2,1,probably not,-0.666455567
1329,high,2,2,1,probably not,-0.666455567
1331,high,2,2,1,probably not,-0.666455567
1332,high,2,2,1,probably not,-0.666455567
1333,high,2,2,1,probably not,-0.666455567
1335,high,2,2,1,probably not,-0.666455567
1338,high,2,2,1,probably not,-0.666455567
1339,high,2,2,1,probably not,-0.666455567
1342,high,2,2,1,probably not,-0.666455567
1343,high,2,2,1,probably not,-0.666455567
1344,high,2,2,1,probably not,-0.666455567
1345,high,2,2,1,probably not,-0.666455567
1346,high,2,2,1,probably not,-0.666455567
1347,high,2,2,1,probably not,-0.666455567
1348,high,2,2,1,probably not,-0.666455567
1350,high,2,2,1,probably not,-0.666455567
1353,high,2,2,1,probably not,-0.666455567
1356,high,2,2,1,probably not,-0.666455567
1357,high,2,2,1,probably not,-0.666455567
1358,high,2,2,1,probably not,-0.666455567
1361,high,2,2,1,probably not,-0.666455567
1363,high,2,2,1,probably not,-0.666455567
1364,high,2,2,1,probably not,-0.666455567
1366,high,2,2,1,probably not,-0.666455567
1368,high,2,2,1,probably not,-0.666455567
1369,high,2,2,1,probably not,-0.666455567
1370,high,2,2,1,probably not,-0.666455567
1371,high,2,2,1,probably not,-0.666455567
1374,high,2,2,1,probably not,-0.666455567
1377,high,2,2,1,probably not,-0.666455567
1382,high,2,2,1,probably not,-0.666455567
1385,high,2,2,1,probably not,-0.666455567
1387,high,2,2,1,probably not,-0.666455567
1388,high,2,2,1,probably not,-0.666455567
1389,high,2,2,1,probably not,-0.666455567
1390,high,2,2,1,probably not,-0.666455567
1392,high,2,2,1,probably not,-0.666455567
1393,high,2,2,1,probably not,-0.666455567
1398,high,2,2,1,probably not,-0.666455567
134,low,8,2,0.25,possibly,-3.229468346
206,low,9,3,0.33,possibly,-3.225140095
208,low,9,3,0.33,possibly,-3.225140095
239,low,9,3,0.33,possibly,-3.225140095
246,low,9,3,0.33,possibly,-3.225140095
278,low,9,3,0.33,possibly,-3.225140095
291,low,9,3,0.33,possibly,-3.225140095
292,low,9,3,0.33,possibly,-3.225140095
309,low,8,4,0.5,possibly,-3.337869167
356,low,8,4,0.5,possibly,-3.337869167
361,low,8,4,0.5,possibly,-3.337869167
396,low,8,4,0.5,possibly,-3.337869167
407,low,9,6,0.67,possibly,-3.372074366
430,low,9,6,0.67,possibly,-3.372074366
458,low,9,6,0.67,possibly,-3.372074366
471,low,9,6,0.67,possibly,-3.372074366
560,low,8,6,0.75,possibly,-3.427083969
572,low,8,6,0.75,possibly,-3.427083969
588,low,8,6,0.75,possibly,-3.427083969
623,low,10,10,1,possibly,-3.207967281
640,low,10,10,1,possibly,-3.207967281
642,low,10,10,1,possibly,-3.207967281
644,low,10,10,1,possibly,-3.207967281
645,low,10,10,1,possibly,-3.207967281
646,low,10,10,1,possibly,-3.207967281
650,low,10,10,1,possibly,-3.207967281
698,low,10,10,1,possibly,-3.207967281
825,high,4,1,0.25,possibly,-2.900402784
828,high,4,1,0.25,possibly,-2.900402784
841,high,4,1,0.25,possibly,-2.900402784
852,high,4,1,0.25,possibly,-2.900402784
875,high,4,1,0.25,possibly,-2.900402784
909,high,3,1,0.33,possibly,-2.806927204
911,high,3,1,0.33,possibly,-2.806927204
914,high,3,1,0.33,possibly,-2.806927204
938,high,3,1,0.33,possibly,-2.806927204
943,high,3,1,0.33,possibly,-2.806927204
946,high,3,1,0.33,possibly,-2.806927204
961,high,3,1,0.33,possibly,-2.806927204
973,high,3,1,0.33,possibly,-2.806927204
976,high,3,1,0.33,possibly,-2.806927204
977,high,3,1,0.33,possibly,-2.806927204
1004,high,4,2,0.5,possibly,-3.020003796
1047,high,4,2,0.5,possibly,-3.020003796
1055,high,4,2,0.5,possibly,-3.020003796
1056,high,4,2,0.5,possibly,-3.020003796
1076,high,4,2,0.5,possibly,-3.020003796
1102,high,3,2,0.67,possibly,-2.990072727
1147,high,3,2,0.67,possibly,-2.990072727
1223,high,4,3,0.75,possibly,-3.157515526
1226,high,4,3,0.75,possibly,-3.157515526
1243,high,4,3,0.75,possibly,-3.157515526
1245,high,4,3,0.75,possibly,-3.157515526
1301,high,2,2,1,possibly,-2.908643007
1305,high,2,2,1,possibly,-2.908643007
1319,high,2,2,1,possibly,-2.908643007
1354,high,2,2,1,possibly,-2.908643007
1384,high,2,2,1,possibly,-2.908643007
1395,high,2,2,1,possibly,-2.908643007
1399,high,2,2,1,possibly,-2.908643007
41,low,10,0,0,probably,-3.595294952
67,low,10,0,0,probably,-3.595294952
72,low,10,0,0,probably,-3.595294952
99,low,10,0,0,probably,-3.595294952
106,low,8,2,0.25,probably,-3.495093346
152,low,8,2,0.25,probably,-3.495093346
156,low,8,2,0.25,probably,-3.495093346
186,low,8,2,0.25,probably,-3.495093346
197,low,8,2,0.25,probably,-3.495093346
224,low,9,3,0.33,probably,-3.545452595
254,low,9,3,0.33,probably,-3.545452595
271,low,9,3,0.33,probably,-3.545452595
282,low,9,3,0.33,probably,-3.545452595
346,low,8,4,0.5,probably,-3.455056667
355,low,8,4,0.5,probably,-3.455056667
387,low,8,4,0.5,probably,-3.455056667
389,low,8,4,0.5,probably,-3.455056667
476,low,9,6,0.67,probably,-3.551761866
481,low,9,6,0.67,probably,-3.551761866
505,low,8,6,0.75,probably,-3.544271469
507,low,8,6,0.75,probably,-3.544271469
574,low,8,6,0.75,probably,-3.544271469
601,low,10,10,1,probably,-2.739217281
608,low,10,10,1,probably,-2.739217281
615,low,10,10,1,probably,-2.739217281
630,low,10,10,1,probably,-2.739217281
635,low,10,10,1,probably,-2.739217281
656,low,10,10,1,probably,-2.739217281
682,low,10,10,1,probably,-2.739217281
759,high,2,0,0,probably,-4.009085178
