,uncertainty,access,observation,condition,generated_answer,generated_answer_logprob
779,high,2,0,0,others,-2.522659779
780,high,2,0,0,others,-3.827347279
781,high,2,0,0,others,-3.632034779
782,high,2,0,0,others,-2.967972279
783,high,2,0,0,others,-2.522659779
785,high,2,0,0,others,-3.007034779
786,high,2,0,0,others,-1.507034659
787,high,2,0,0,others,-1.507034659
788,high,2,0,0,others,-2.522659779
789,high,2,0,0,others,-4.909378529
790,high,2,0,0,others,-3.827347279
791,high,2,0,0,others,-2.639847279
792,high,2,0,0,others,-2.522659779
793,high,2,0,0,others,-3.600784779
794,high,2,0,0,others,-3.007034779
795,high,2,0,0,others,-2.749222279
797,high,2,0,0,others,-2.749222279
798,high,2,0,0,others,-1.507034659
799,high,2,0,0,others,-3.007034779
800,high,4,1,0.25,others,-1.484062672
801,high,4,1,0.25,others,-3.570000172
802,high,4,1,0.25,others,-1.484062672
803,high,4,1,0.25,others,-3.054375172
804,high,4,1,0.25,others,-2.546562672
805,high,4,1,0.25,others,-1.484062672
806,high,4,1,0.25,others,-2.546562672
807,high,4,1,0.25,others,-3.570000172
808,high,4,1,0.25,others,-3.968437672
809,high,4,1,0.25,others,-4.109062672
810,high,4,1,0.25,others,-3.968437672
811,high,4,1,0.25,others,-1.484062672
812,high,4,1,0.25,others,-3.015312672
813,high,4,1,0.25,others,-1.484062672
814,high,4,1,0.25,others,-3.570000172
815,high,4,1,0.25,others,-2.601250172
816,high,4,1,0.25,others,-1.484062672
817,high,4,1,0.25,others,-3.968437672
819,high,4,1,0.25,others,-3.632500172
820,high,4,1,0.25,others,-2.546562672
823,high,4,1,0.25,others,-3.054375172
824,high,4,1,0.25,others,-3.757500172
825,high,4,1,0.25,others,-1.484062672
826,high,4,1,0.25,others,-3.796562672
827,high,4,1,0.25,others,-1.484062672
828,high,4,1,0.25,others,-3.015312672
829,high,4,1,0.25,others,-1.484062672
830,high,4,1,0.25,others,-3.835625172
831,high,4,1,0.25,others,-4.218437672
832,high,4,1,0.25,others,-3.015312672
833,high,4,1,0.25,others,-3.796562672
834,high,4,1,0.25,others,-1.484062672
836,high,4,1,0.25,others,-2.577812672
839,high,4,1,0.25,others,-4.382500172
840,high,4,1,0.25,others,-2.929375172
841,high,4,1,0.25,others,-2.546562672
842,high,4,1,0.25,others,-3.757500172
843,high,4,1,0.25,others,-2.577812672
844,high,4,1,0.25,others,-2.546562672
845,high,4,1,0.25,others,-3.015312672
847,high,4,1,0.25,others,-3.015312672
848,high,4,1,0.25,others,-1.484062672
849,high,4,1,0.25,others,-1.484062672
850,high,4,1,0.25,others,-2.929375172
851,high,4,1,0.25,others,-4.835625172
852,high,4,1,0.25,others,-3.054375172
853,high,4,1,0.25,others,-2.546562672
854,high,4,1,0.25,others,-4.757500172
855,high,4,1,0.25,others,-3.570000172
856,high,4,1,0.25,others,-2.577812672
857,high,4,1,0.25,others,-2.546562672
858,high,4,1,0.25,others,-3.054375172
859,high,4,1,0.25,others,-3.570000172
860,high,4,1,0.25,others,-1.484062672
861,high,4,1,0.25,others,-4.640312672
862,high,4,1,0.25,others,-2.929375172
863,high,4,1,0.25,others,-4.109062672
864,high,4,1,0.25,others,-4.679375172
865,high,4,1,0.25,others,-1.484062672
866,high,4,1,0.25,others,-3.570000172
868,high,4,1,0.25,others,-1.484062672
869,high,4,1,0.25,others,-2.601250172
870,high,4,1,0.25,others,-3.015312672
871,high,4,1,0.25,others,-3.968437672
872,high,4,1,0.25,others,-2.577812672
873,high,4,1,0.25,others,-2.929375172
874,high,4,1,0.25,others,-2.577812672
875,high,4,1,0.25,others,-3.570000172
876,high,4,1,0.25,others,-2.601250172
877,high,4,1,0.25,others,-3.632500172
878,high,4,1,0.25,others,-4.679375172
879,high,4,1,0.25,others,-2.601250172
880,high,4,1,0.25,others,-1.484062672
882,high,4,1,0.25,others,-3.015312672
883,high,4,1,0.25,others,-3.757500172
884,high,4,1,0.25,others,-3.835625172
885,high,4,1,0.25,others,-4.515312672
886,high,4,1,0.25,others,-1.484062672
887,high,4,1,0.25,others,-3.570000172
889,high,4,1,0.25,others,-2.546562672
890,high,4,1,0.25,others,-1.484062672
891,high,4,1,0.25,others,-2.601250172
892,high,4,1,0.25,others,-3.632500172
893,high,4,1,0.25,others,-2.929375172
894,high,4,1,0.25,others,-1.484062672
895,high,4,1,0.25,others,-3.570000172
897,high,4,1,0.25,others,-1.484062672
898,high,4,1,0.25,others,-1.484062672
900,high,3,1,0.33,others,-2.553322315
901,high,3,1,0.33,others,-2.553322315
902,high,3,1,0.33,others,-4.381447315
903,high,3,1,0.33,others,-2.615822315
904,high,3,1,0.33,others,-4.240822315
905,high,3,1,0.33,others,-4.123634815
906,high,3,1,0.33,others,-4.240822315
907,high,3,1,0.33,others,-2.615822315
908,high,3,1,0.33,others,-3.608009815
909,high,3,1,0.33,others,-4.834572315
910,high,3,1,0.33,others,-1.522072315
911,high,3,1,0.33,others,-4.529884815
912,high,3,1,0.33,others,-1.522072315
913,high,3,1,0.33,others,-1.522072315
914,high,3,1,0.33,others,-3.006447315
915,high,3,1,0.33,others,-3.022072315
916,high,3,1,0.33,others,-3.022072315
917,high,3,1,0.33,others,-1.522072315
918,high,3,1,0.33,others,-1.522072315
920,high,3,1,0.33,others,-4.123634815
921,high,3,1,0.33,others,-3.022072315
922,high,3,1,0.33,others,-2.553322315
923,high,3,1,0.33,others,-3.834572315
924,high,3,1,0.33,others,-3.787697315
926,high,3,1,0.33,others,-2.553322315
927,high,3,1,0.33,others,-3.022072315
928,high,3,1,0.33,others,-1.522072315
929,high,3,1,0.33,others,-3.568947315
930,high,3,1,0.33,others,-2.615822315
931,high,3,1,0.33,others,-3.787697315
933,high,3,1,0.33,others,-2.553322315
934,high,3,1,0.33,others,-2.553322315
935,high,3,1,0.33,others,-1.522072315
936,high,3,1,0.33,others,-1.522072315
937,high,3,1,0.33,others,-3.787697315
938,high,3,1,0.33,others,-3.787697315
939,high,3,1,0.33,others,-3.787697315
940,high,3,1,0.33,others,-1.522072315
941,high,3,1,0.33,others,-2.553322315
942,high,3,1,0.33,others,-1.522072315
944,high,3,1,0.33,others,-2.881447315
945,high,3,1,0.33,others,-2.881447315
946,high,3,1,0.33,others,-2.615822315
947,high,3,1,0.33,others,-1.522072315
948,high,3,1,0.33,others,-2.553322315
949,high,3,1,0.33,others,-4.123634815
950,high,3,1,0.33,others,-1.522072315
951,high,3,1,0.33,others,-4.764259815
952,high,3,1,0.33,others,-3.022072315
953,high,3,1,0.33,others,-3.022072315
954,high,3,1,0.33,others,-3.568947315
955,high,3,1,0.33,others,-4.240822315
956,high,3,1,0.33,others,-1.522072315
958,high,3,1,0.33,others,-4.764259815
960,high,3,1,0.33,others,-2.553322315
961,high,3,1,0.33,others,-4.639259815
962,high,3,1,0.33,others,-1.522072315
963,high,3,1,0.33,others,-2.881447315
965,high,3,1,0.33,others,-1.522072315
966,high,3,1,0.33,others,-3.951759815
967,high,3,1,0.33,others,-1.522072315
968,high,3,1,0.33,others,-3.006447315
969,high,3,1,0.33,others,-2.553322315
971,high,3,1,0.33,others,-2.545509815
973,high,3,1,0.33,others,-3.608009815
974,high,3,1,0.33,others,-1.522072315
976,high,3,1,0.33,others,-3.951759815
977,high,3,1,0.33,others,-2.553322315
978,high,3,1,0.33,others,-1.522072315
979,high,3,1,0.33,others,-1.522072315
980,high,3,1,0.33,others,-3.006447315
981,high,3,1,0.33,others,-1.522072315
983,high,3,1,0.33,others,-4.631447315
984,high,3,1,0.33,others,-4.123634815
985,high,3,1,0.33,others,-4.639259815
986,high,3,1,0.33,others,-3.022072315
987,high,3,1,0.33,others,-2.615822315
988,high,3,1,0.33,others,-2.545509815
989,high,3,1,0.33,others,-3.022072315
990,high,3,1,0.33,others,-3.951759815
991,high,3,1,0.33,others,-2.615822315
992,high,3,1,0.33,others,-3.022072315
993,high,3,1,0.33,others,-1.522072315
994,high,3,1,0.33,others,-4.834572315
995,high,3,1,0.33,others,-1.522072315
996,high,3,1,0.33,others,-2.881447315
997,high,3,1,0.33,others,-2.545509815
998,high,3,1,0.33,others,-2.881447315
1000,high,4,2,0.5,others,-2.545302868
1001,high,4,2,0.5,others,-4.381240368
1002,high,4,2,0.5,others,-2.584365368
1003,high,4,2,0.5,others,-2.545302868
1005,high,4,2,0.5,others,-4.514052868
1006,high,4,2,0.5,others,-1.506240368
1007,high,4,2,0.5,others,-2.599990368
1008,high,4,2,0.5,others,-3.631240368
1009,high,4,2,0.5,others,-1.506240368
1010,high,4,2,0.5,others,-2.599990368
1011,high,4,2,0.5,others,-2.584365368
1012,high,4,2,0.5,others,-1.506240368
1013,high,4,2,0.5,others,-4.838271618
1014,high,4,2,0.5,others,-2.584365368
1015,high,4,2,0.5,others,-1.506240368
1016,high,4,2,0.5,others,-3.631240368
1017,high,4,2,0.5,others,-2.904677868
1018,high,4,2,0.5,others,-1.506240368
1019,high,4,2,0.5,others,-2.545302868
1021,high,4,2,0.5,others,-2.904677868
1022,high,4,2,0.5,others,-2.584365368
1023,high,4,2,0.5,others,-3.740615368
1024,high,4,2,0.5,others,-3.951552868
1025,high,4,2,0.5,others,-2.599990368
1027,high,4,2,0.5,others,-4.193740368
1028,high,4,2,0.5,others,-3.568740368
1030,high,4,2,0.5,others,-3.826552868
1031,high,4,2,0.5,others,-3.826552868
1032,high,4,2,0.5,others,-3.826552868
1034,high,4,2,0.5,others,-3.568740368
1035,high,4,2,0.5,others,-1.506240368
1036,high,4,2,0.5,others,-1.506240368
1037,high,4,2,0.5,others,-2.599990368
1038,high,4,2,0.5,others,-3.951552868
1039,high,4,2,0.5,others,-3.053115368
1040,high,4,2,0.5,others,-3.826552868
1041,high,4,2,0.5,others,-4.107802868
1042,high,4,2,0.5,others,-1.506240368
1043,high,4,2,0.5,others,-1.506240368
1044,high,4,2,0.5,others,-2.904677868
1046,high,4,2,0.5,others,-2.599990368
1047,high,4,2,0.5,others,-2.599990368
1048,high,4,2,0.5,others,-2.904677868
1049,high,4,2,0.5,others,-2.599990368
1051,high,4,2,0.5,others,-2.599990368
1052,high,4,2,0.5,others,-3.795302868
1053,high,4,2,0.5,others,-4.193740368
1055,high,4,2,0.5,others,-1.506240368
1056,high,4,2,0.5,others,-2.584365368
1057,high,4,2,0.5,others,-2.998427868
1059,high,4,2,0.5,others,-3.951552868
1060,high,4,2,0.5,others,-2.545302868
1061,high,4,2,0.5,others,-3.951552868
1062,high,4,2,0.5,others,-2.998427868
1063,high,4,2,0.5,others,-2.545302868
1064,high,4,2,0.5,others,-3.795302868
1066,high,4,2,0.5,others,-3.631240368
1067,high,4,2,0.5,others,-1.506240368
1068,high,4,2,0.5,others,-2.998427868
1069,high,4,2,0.5,others,-2.584365368
1070,high,4,2,0.5,others,-2.584365368
1071,high,4,2,0.5,others,-3.795302868
1072,high,4,2,0.5,others,-2.584365368
1073,high,4,2,0.5,others,-4.193740368
1074,high,4,2,0.5,others,-4.928115368
1075,high,4,2,0.5,others,-3.053115368
1076,high,4,2,0.5,others,-1.506240368
1078,high,4,2,0.5,others,-1.506240368
1079,high,4,2,0.5,others,-3.740615368
1080,high,4,2,0.5,others,-3.951552868
1081,high,4,2,0.5,others,-4.193740368
1082,high,4,2,0.5,others,-4.670302868
1083,high,4,2,0.5,others,-1.506240368
1085,high,4,2,0.5,others,-2.545302868
1086,high,4,2,0.5,others,-1.506240368
1087,high,4,2,0.5,others,-1.506240368
1088,high,4,2,0.5,others,-3.568740368
1089,high,4,2,0.5,others,-2.584365368
1090,high,4,2,0.5,others,-3.053115368
1095,high,4,2,0.5,others,-2.904677868
1096,high,4,2,0.5,others,-4.381240368
1097,high,4,2,0.5,others,-2.599990368
1098,high,4,2,0.5,others,-2.904677868
1099,high,4,2,0.5,others,-2.545302868
1100,high,3,2,0.67,others,-4.638124466
1101,high,3,2,0.67,others,-3.794374228
1102,high,3,2,0.67,others,-3.005311728
1103,high,3,2,0.67,others,-3.575624228
1104,high,3,2,0.67,others,-4.395936966
1106,high,3,2,0.67,others,-1.528749228
1107,high,3,2,0.67,others,-3.622499228
1108,high,3,2,0.67,others,-1.528749228
1110,high,3,2,0.67,others,-3.005311728
1111,high,3,2,0.67,others,-1.528749228
1112,high,3,2,0.67,others,-3.005311728
1113,high,3,2,0.67,others,-3.622499228
1115,high,3,2,0.67,others,-3.575624228
1116,high,3,2,0.67,others,-1.528749228
1117,high,3,2,0.67,others,-2.559999228
1118,high,3,2,0.67,others,-2.559999228
1119,high,3,2,0.67,others,-1.528749228
1120,high,3,2,0.67,others,-2.559999228
1122,high,3,2,0.67,others,-1.528749228
1124,high,3,2,0.67,others,-3.005311728
1125,high,3,2,0.67,others,-2.880311728
1126,high,3,2,0.67,others,-3.622499228
1127,high,3,2,0.67,others,-4.130311966
1128,high,3,2,0.67,others,-2.552186728
1129,high,3,2,0.67,others,-1.528749228
1131,high,3,2,0.67,others,-2.552186728
1132,high,3,2,0.67,others,-4.216249466
1134,high,3,2,0.67,others,-3.841249228
1135,high,3,2,0.67,others,-2.559999228
1136,high,3,2,0.67,others,-3.739686728
1137,high,3,2,0.67,others,-1.528749228
1138,high,3,2,0.67,others,-3.942811728
1139,high,3,2,0.67,others,-4.899843216
1140,high,3,2,0.67,others,-3.020936728
1141,high,3,2,0.67,others,-1.528749228
1142,high,3,2,0.67,others,-4.528749466
1143,high,3,2,0.67,others,-4.395936966
1144,high,3,2,0.67,others,-2.552186728
1146,high,3,2,0.67,others,-3.841249228
1147,high,3,2,0.67,others,-2.880311728
1149,high,3,2,0.67,others,-3.841249228
1150,high,3,2,0.67,others,-1.528749228
1151,high,3,2,0.67,others,-1.528749228
1152,high,3,2,0.67,others,-3.794374228
1153,high,3,2,0.67,others,-4.208436966
1154,high,3,2,0.67,others,-2.559999228
1156,high,3,2,0.67,others,-1.528749228
1157,high,3,2,0.67,others,-1.528749228
1158,high,3,2,0.67,others,-3.841249228
1159,high,3,2,0.67,others,-1.528749228
1160,high,3,2,0.67,others,-1.528749228
1161,high,3,2,0.67,others,-2.614686728
1162,high,3,2,0.67,others,-3.841249228
1164,high,3,2,0.67,others,-2.552186728
1165,high,3,2,0.67,others,-3.739686728
1166,high,3,2,0.67,others,-1.528749228
1167,high,3,2,0.67,others,-2.614686728
1168,high,3,2,0.67,others,-2.880311728
1169,high,3,2,0.67,others,-3.005311728
1170,high,3,2,0.67,others,-1.528749228
1171,high,3,2,0.67,others,-3.020936728
1172,high,3,2,0.67,others,-4.638124466
1173,high,3,2,0.67,others,-3.005311728
1176,high,3,2,0.67,others,-2.552186728
1178,high,3,2,0.67,others,-3.575624228
1179,high,3,2,0.67,others,-1.528749228
1181,high,3,2,0.67,others,-1.528749228
1182,high,3,2,0.67,others,-1.528749228
1183,high,3,2,0.67,others,-2.614686728
1185,high,3,2,0.67,others,-3.005311728
1186,high,3,2,0.67,others,-3.005311728
1188,high,3,2,0.67,others,-3.942811728
1189,high,3,2,0.67,others,-2.614686728
1190,high,3,2,0.67,others,-3.794374228
1191,high,3,2,0.67,others,-3.739686728
1193,high,3,2,0.67,others,-2.559999228
1194,high,3,2,0.67,others,-3.005311728
1195,high,3,2,0.67,others,-1.528749228
1196,high,3,2,0.67,others,-2.614686728
1197,high,3,2,0.67,others,-2.552186728
1198,high,3,2,0.67,others,-2.552186728
1199,high,3,2,0.67,others,-2.614686728
1200,high,4,3,0.75,others,-4.182256222
1201,high,4,3,0.75,others,-1.479131341
1202,high,4,3,0.75,others,-1.479131341
1204,high,4,3,0.75,others,-4.842412472
1205,high,4,3,0.75,others,-2.580693722
1206,high,4,3,0.75,others,-3.002568722
1207,high,4,3,0.75,others,-2.932256222
1208,high,4,3,0.75,others,-4.213506222
1209,high,4,3,0.75,others,-1.479131341
1210,high,4,3,0.75,others,-4.842412472
1211,high,4,3,0.75,others,-3.002568722
1212,high,4,3,0.75,others,-1.479131341
1213,high,4,3,0.75,others,-4.943974972
1214,high,4,3,0.75,others,-3.072881222
1215,high,4,3,0.75,others,-1.479131341
1216,high,4,3,0.75,others,-1.479131341
1217,high,4,3,0.75,others,-3.651006222
1219,high,4,3,0.75,others,-2.596318722
1220,high,4,3,0.75,others,-4.213506222
1221,high,4,3,0.75,others,-3.002568722
1223,high,4,3,0.75,others,-1.479131341
1224,high,4,3,0.75,others,-1.479131341
1225,high,4,3,0.75,others,-2.580693722
1226,high,4,3,0.75,others,-2.549443722
1227,high,4,3,0.75,others,-3.072881222
1228,high,4,3,0.75,others,-2.596318722
1229,high,4,3,0.75,others,-4.510381222
1230,high,4,3,0.75,others,-4.111943722
1232,high,4,3,0.75,others,-1.479131341
1233,high,4,3,0.75,others,-2.549443722
1234,high,4,3,0.75,others,-2.580693722
1235,high,4,3,0.75,others,-2.932256222
1237,high,4,3,0.75,others,-2.549443722
1238,high,4,3,0.75,others,-3.822881222
1239,high,4,3,0.75,others,-3.002568722
1240,high,4,3,0.75,others,-3.651006222
1241,high,4,3,0.75,others,-3.072881222
1242,high,4,3,0.75,others,-4.377568722
1243,high,4,3,0.75,others,-1.479131341
1245,high,4,3,0.75,others,-4.721318722
1246,high,4,3,0.75,others,-2.596318722
1250,high,4,3,0.75,others,-3.002568722
1251,high,4,3,0.75,others,-2.580693722
1252,high,4,3,0.75,others,-2.596318722
1253,high,4,3,0.75,others,-1.479131341
1255,high,4,3,0.75,others,-4.377568722
1256,high,4,3,0.75,others,-1.479131341
1257,high,4,3,0.75,others,-2.549443722
1258,high,4,3,0.75,others,-2.932256222
1259,high,4,3,0.75,others,-2.580693722
1261,high,4,3,0.75,others,-2.596318722
1262,high,4,3,0.75,others,-3.822881222
1263,high,4,3,0.75,others,-4.643193722
1265,high,4,3,0.75,others,-3.002568722
1266,high,4,3,0.75,others,-4.510381222
1267,high,4,3,0.75,others,-1.479131341
1268,high,4,3,0.75,others,-3.572881222
1269,high,4,3,0.75,others,-2.549443722
1270,high,4,3,0.75,others,-2.596318722
1271,high,4,3,0.75,others,-1.479131341
1272,high,4,3,0.75,others,-4.674443722
1273,high,4,3,0.75,others,-2.580693722
1274,high,4,3,0.75,others,-4.213506222
1275,high,4,3,0.75,others,-2.580693722
1276,high,4,3,0.75,others,-4.213506222
1277,high,4,3,0.75,others,-2.596318722
1278,high,4,3,0.75,others,-1.479131341
1279,high,4,3,0.75,others,-3.791631222
1281,high,4,3,0.75,others,-3.002568722
1282,high,4,3,0.75,others,-4.213506222
1283,high,4,3,0.75,others,-3.072881222
1284,high,4,3,0.75,others,-3.072881222
1285,high,4,3,0.75,others,-3.822881222
1286,high,4,3,0.75,others,-3.822881222
1287,high,4,3,0.75,others,-3.955693722
1288,high,4,3,0.75,others,-2.549443722
1289,high,4,3,0.75,others,-2.932256222
1290,high,4,3,0.75,others,-2.580693722
1291,high,4,3,0.75,others,-1.479131341
1292,high,4,3,0.75,others,-1.479131341
1293,high,4,3,0.75,others,-2.580693722
1294,high,4,3,0.75,others,-3.072881222
1295,high,4,3,0.75,others,-3.002568722
1296,high,4,3,0.75,others,-1.479131341
1297,high,4,3,0.75,others,-2.932256222
1298,high,4,3,0.75,others,-2.580693722
1300,high,2,2,1,others,-2.59418416
1301,high,2,2,1,others,-2.85199666
1302,high,2,2,1,others,-2.54730916
1304,high,2,2,1,others,-4.832465172
1305,high,2,2,1,others,-2.85199666
1306,high,2,2,1,others,-3.00824666
1307,high,2,2,1,others,-1.53168416
1308,high,2,2,1,others,-3.62543416
1309,high,2,2,1,others,-2.54730916
1310,high,2,2,1,others,-2.85199666
1311,high,2,2,1,others,-2.59418416
1312,high,2,2,1,others,-3.78949666
1313,high,2,2,1,others,-4.523871422
1314,high,2,2,1,others,-1.53168416
1315,high,2,2,1,others,-4.832465172
1316,high,2,2,1,others,-4.523871422
1318,high,2,2,1,others,-3.71918416
1319,high,2,2,1,others,-3.62543416
1320,high,2,2,1,others,-1.53168416
1321,high,2,2,1,others,-1.53168416
1322,high,2,2,1,others,-2.54730916
1323,high,2,2,1,others,-3.00824666
1324,high,2,2,1,others,-1.53168416
1325,high,2,2,1,others,-4.562933922
1326,high,2,2,1,others,-2.59418416
1327,high,2,2,1,others,-1.53168416
1328,high,2,2,1,others,-1.53168416
1330,high,2,2,1,others,-2.85199666
1331,high,2,2,1,others,-2.59418416
1332,high,2,2,1,others,-2.59418416
1333,high,2,2,1,others,-2.59418416
1334,high,2,2,1,others,-2.61762166
1335,high,2,2,1,others,-1.53168416
1337,high,2,2,1,others,-3.00824666
1340,high,2,2,1,others,-1.53168416
1341,high,2,2,1,others,-2.59418416
1342,high,2,2,1,others,-4.832465172
1343,high,2,2,1,others,-2.85199666
1344,high,2,2,1,others,-2.59418416
1345,high,2,2,1,others,-3.00824666
1346,high,2,2,1,others,-3.00824666
1347,high,2,2,1,others,-2.61762166
1348,high,2,2,1,others,-4.832465172
1350,high,2,2,1,others,-1.53168416
1351,high,2,2,1,others,-3.78949666
1352,high,2,2,1,others,-3.00824666
1354,high,2,2,1,others,-1.53168416
1356,high,2,2,1,others,-3.57074666
1357,high,2,2,1,others,-1.53168416
1358,high,2,2,1,others,-3.62543416
1359,high,2,2,1,others,-3.00824666
1362,high,2,2,1,others,-1.53168416
1363,high,2,2,1,others,-2.59418416
1364,high,2,2,1,others,-3.00824666
1365,high,2,2,1,others,-3.00824666
1366,high,2,2,1,others,-4.109808922
1367,high,2,2,1,others,-3.62543416
1368,high,2,2,1,others,-2.61762166
1369,high,2,2,1,others,-2.54730916
1370,high,2,2,1,others,-1.53168416
1371,high,2,2,1,others,-2.85199666
1372,high,2,2,1,others,-1.53168416
1373,high,2,2,1,others,-2.59418416
1374,high,2,2,1,others,-4.656683922
1375,high,2,2,1,others,-3.00824666
1376,high,2,2,1,others,-2.85199666
1377,high,2,2,1,others,-3.57074666
1379,high,2,2,1,others,-1.53168416
1381,high,2,2,1,others,-1.53168416
1382,high,2,2,1,others,-2.59418416
1383,high,2,2,1,others,-4.523871422
1384,high,2,2,1,others,-3.71918416
1385,high,2,2,1,others,-1.53168416
1386,high,2,2,1,others,-3.00824666
1387,high,2,2,1,others,-3.71918416
1389,high,2,2,1,others,-3.00824666
1390,high,2,2,1,others,-3.00824666
1391,high,2,2,1,others,-1.53168416
1394,high,2,2,1,others,-2.61762166
1396,high,2,2,1,others,-2.54730916
1398,high,2,2,1,others,-3.00824666
5,low,10,0,0,certainly not,-2.55953455
21,low,10,0,0,certainly not,-2.55953455
45,low,10,0,0,certainly not,-2.55953455
52,low,10,0,0,certainly not,-2.55953455
65,low,10,0,0,certainly not,-2.55953455
85,low,10,0,0,certainly not,-2.55953455
95,low,10,0,0,certainly not,-2.55953455
99,low,10,0,0,certainly not,-2.55953455
103,low,8,2,0.25,certainly not,-2.472601652
108,low,8,2,0.25,certainly not,-2.472601652
118,low,8,2,0.25,certainly not,-2.472601652
123,low,8,2,0.25,certainly not,-2.472601652
131,low,8,2,0.25,certainly not,-2.472601652
143,low,8,2,0.25,certainly not,-2.472601652
159,low,8,2,0.25,certainly not,-2.472601652
170,low,8,2,0.25,certainly not,-2.472601652
192,low,8,2,0.25,certainly not,-2.472601652
196,low,8,2,0.25,certainly not,-2.472601652
201,low,9,3,0.33,certainly not,-2.495140553
203,low,9,3,0.33,certainly not,-2.495140553
214,low,9,3,0.33,certainly not,-2.495140553
220,low,9,3,0.33,certainly not,-2.495140553
249,low,9,3,0.33,certainly not,-2.495140553
270,low,9,3,0.33,certainly not,-2.495140553
288,low,9,3,0.33,certainly not,-2.495140553
303,low,8,4,0.5,certainly not,-2.484011173
319,low,8,4,0.5,certainly not,-2.484011173
330,low,8,4,0.5,certainly not,-2.484011173
360,low,8,4,0.5,certainly not,-2.484011173
406,low,9,6,0.67,certainly not,-2.487169266
417,low,9,6,0.67,certainly not,-2.487169266
466,low,9,6,0.67,certainly not,-2.487169266
469,low,9,6,0.67,certainly not,-2.487169266
474,low,9,6,0.67,certainly not,-2.487169266
478,low,9,6,0.67,certainly not,-2.487169266
484,low,9,6,0.67,certainly not,-2.487169266
490,low,9,6,0.67,certainly not,-2.487169266
492,low,9,6,0.67,certainly not,-2.487169266
537,low,8,6,0.75,certainly not,-2.47546196
570,low,8,6,0.75,certainly not,-2.47546196
574,low,8,6,0.75,certainly not,-2.47546196
589,low,8,6,0.75,certainly not,-2.47546196
607,low,10,10,1,certainly not,-2.524589062
613,low,10,10,1,certainly not,-2.524589062
617,low,10,10,1,certainly not,-2.524589062
619,low,10,10,1,certainly not,-2.524589062
637,low,10,10,1,certainly not,-2.524589062
662,low,10,10,1,certainly not,-2.524589062
665,low,10,10,1,certainly not,-2.524589062
678,low,10,10,1,certainly not,-2.524589062
690,low,10,10,1,certainly not,-2.524589062
694,low,10,10,1,certainly not,-2.524589062
700,high,2,0,0,certainly not,-2.507034779
734,high,2,0,0,certainly not,-2.507034779
739,high,2,0,0,certainly not,-2.507034779
756,high,2,0,0,certainly not,-2.507034779
764,high,2,0,0,certainly not,-2.507034779
784,high,2,0,0,certainly not,-2.507034779
796,high,2,0,0,certainly not,-2.507034779
818,high,4,1,0.25,certainly not,-2.484062672
821,high,4,1,0.25,certainly not,-2.484062672
837,high,4,1,0.25,certainly not,-2.484062672
838,high,4,1,0.25,certainly not,-2.484062672
881,high,4,1,0.25,certainly not,-2.484062672
888,high,4,1,0.25,certainly not,-2.484062672
932,high,3,1,0.33,certainly not,-2.459572315
957,high,3,1,0.33,certainly not,-2.459572315
959,high,3,1,0.33,certainly not,-2.459572315
964,high,3,1,0.33,certainly not,-2.459572315
970,high,3,1,0.33,certainly not,-2.459572315
975,high,3,1,0.33,certainly not,-2.459572315
999,high,3,1,0.33,certainly not,-2.459572315
1029,high,4,2,0.5,certainly not,-2.474990368
1050,high,4,2,0.5,certainly not,-2.474990368
1058,high,4,2,0.5,certainly not,-2.474990368
1077,high,4,2,0.5,certainly not,-2.474990368
1091,high,4,2,0.5,certainly not,-2.474990368
1092,high,4,2,0.5,certainly not,-2.474990368
1093,high,4,2,0.5,certainly not,-2.474990368
1109,high,3,2,0.67,certainly not,-2.450624228
1114,high,3,2,0.67,certainly not,-2.450624228
1121,high,3,2,0.67,certainly not,-2.450624228
1130,high,3,2,0.67,certainly not,-2.450624228
1133,high,3,2,0.67,certainly not,-2.450624228
1145,high,3,2,0.67,certainly not,-2.450624228
1148,high,3,2,0.67,certainly not,-2.450624228
1163,high,3,2,0.67,certainly not,-2.450624228
1174,high,3,2,0.67,certainly not,-2.450624228
1175,high,3,2,0.67,certainly not,-2.450624228
1177,high,3,2,0.67,certainly not,-2.450624228
1180,high,3,2,0.67,certainly not,-2.450624228
1184,high,3,2,0.67,certainly not,-2.450624228
1218,high,4,3,0.75,certainly not,-2.486943722
1236,high,4,3,0.75,certainly not,-2.486943722
1244,high,4,3,0.75,certainly not,-2.486943722
1247,high,4,3,0.75,certainly not,-2.486943722
1248,high,4,3,0.75,certainly not,-2.486943722
1249,high,4,3,0.75,certainly not,-2.486943722
1254,high,4,3,0.75,certainly not,-2.486943722
1280,high,4,3,0.75,certainly not,-2.486943722
1299,high,4,3,0.75,certainly not,-2.486943722
1303,high,2,2,1,certainly not,-2.46918416
1317,high,2,2,1,certainly not,-2.46918416
1339,high,2,2,1,certainly not,-2.46918416
1349,high,2,2,1,certainly not,-2.46918416
1353,high,2,2,1,certainly not,-2.46918416
1355,high,2,2,1,certainly not,-2.46918416
1378,high,2,2,1,certainly not,-2.46918416
1380,high,2,2,1,certainly not,-2.46918416
1388,high,2,2,1,certainly not,-2.46918416
1392,high,2,2,1,certainly not,-2.46918416
1393,high,2,2,1,certainly not,-2.46918416
1395,high,2,2,1,certainly not,-2.46918416
1397,high,2,2,1,certainly not,-2.46918416
1399,high,2,2,1,certainly not,-2.46918416
75,low,10,0,0,probably not,-4.02047205
